GR_F,NPHIC,RHOBC,DTC,VCL_FINAL,PHIE_FINAL,TypeRock
115.8062,0.4393,2.3057,105.355,0.4568,0.1533,3
113.1595,0.4454,2.295,105.097,0.4168,0.1647,3
112.9953,0.4386,2.3101,103.65,0.4144,0.1558,3
108.3572,0.4244,2.3046,102.698,0.35,0.1669,3
112.6062,0.4083,2.3155,104.012,0.4087,0.1532,3
113.8254,0.397,2.3235,104.108,0.4266,0.1461,3
115.0905,0.3956,2.3218,104.918,0.4457,0.1449,3
111.3324,0.4007,2.3118,104.114,0.3905,0.1576,3
109.7481,0.4076,2.291,105.388,0.3686,0.1729,3
106.2789,0.4132,2.2538,107.616,0.3231,0.201,3
103.2433,0.4151,2.2507,106.514,0.2859,0.2073,2
96.7643,0.4151,2.2212,106.79,0.2139,0.234,1
100.262,0.4144,2.2391,106.457,0.2516,0.2185,2
104.2884,0.4118,2.2477,107.424,0.2985,0.2076,2
107.818,0.4107,2.2823,105.342,0.3429,0.1813,3
109.3857,0.4134,2.2847,105.678,0.3637,0.1773,3
105.3044,0.4163,2.2693,105.405,0.3109,0.193,3
103.7333,0.4163,2.2619,105.494,0.2918,0.1998,2
106.2369,0.4126,2.2774,105.083,0.3226,0.1867,3
103.5556,0.4065,2.2624,105.718,0.2896,0.1998,2
100.0124,0.4012,2.437,108.122,0.2488,0.0989,4
95.2175,0.3977,2.397,106.24,0.198,0.1293,3
93.4643,0.3975,2.419,107.982,0.1807,0.1181,3
93.3966,0.3969,2.371,107.45,0.18,0.1473,3
91.3687,0.3958,2.377,107.844,0.1607,0.146,3
100.5269,0.3999,2.382,108.55,0.2546,0.1316,3
113.274,0.4025,2.353,108.042,0.4185,0.1293,3
123.0551,0.4025,2.439,105.461,0.58,0.0576,4
136.1394,0.4025,2.438,102.954,0.8787,0.0901,4
137.7371,0.4025,2.46,103.67,0.9261,0.081,4
130.5943,0.4063,2.461,100.379,0.7363,0.1335,4
122.5266,0.41,2.45,97.293,0.5702,0.1881,4
117.028,0.4138,2.365,98.102,0.476,0.2269,3
109.4502,0.4175,2.3283,98.634,0.3646,0.2681,3
100.605,0.4213,2.2691,99.368,0.2554,0.3111,2
102.1699,0.425,2.2845,97.765,0.2733,0.3072,2
103.8133,0.4288,2.2279,105.13,0.2927,0.3099,2
107.0463,0.4325,2.2696,103.398,0.3329,0.2964,3
110.1651,0.428,2.395,102.842,0.3743,0.269,3
109.4769,0.4235,2.3398,99.056,0.3649,0.2723,3
104.9246,0.419,2.431,101.096,0.3062,0.2792,3
103.4994,0.4145,2.294,102.565,0.289,0.2924,2
98.6661,0.41,2.2725,103.26,0.2341,0.3079,2
105.5442,0.3736,2.2971,104.099,0.3139,0.2501,3
114.1332,0.3654,2.252,103.377,0.4312,0.213,3
119.2677,0.3561,2.3623,103.894,0.5129,0.1665,3
110.8876,0.3417,2.3267,104.482,0.3843,0.1991,3
107.9965,0.3212,2.336,102.954,0.3452,0.1937,3
103.0541,0.2985,2.347,100.398,0.2837,0.1934,2
99.0815,0.2827,2.3632,97.473,0.2386,0.1928,2
98.4957,0.2796,2.3824,95.278,0.2322,0.1898,2
102.1315,0.2875,2.4261,91.935,0.2729,0.178,2
95.9839,0.2983,2.403,90.92,0.2058,0.2103,1
97.6238,0.3119,2.441,92.665,0.2229,0.2117,2
98.4269,0.3227,2.456,92.124,0.2315,0.2165,2
99.4169,0.3337,2.461,93.907,0.2422,0.2219,2
96.3847,0.3503,2.471,91.919,0.21,0.2452,1
92.6357,0.3718,2.465,93.377,0.1727,0.2761,1
93.4944,0.3868,2.448,95.591,0.181,0.2881,1
95.6585,0.3905,2.422,95.649,0.2025,0.2869,1
98.7511,0.3832,2.407,96.917,0.235,0.2717,2
100.4047,0.3683,2.411,98.445,0.2532,0.2528,2
100.4784,0.3556,2.39,97.069,0.254,0.2439,2
102.204,0.3451,2.429,96.028,0.2737,0.2249,2
102.0687,0.3388,2.449,93.808,0.2722,0.2181,2
100.7723,0.3375,2.441,91.698,0.2573,0.2224,2
102.9573,0.3403,2.455,91.505,0.2825,0.2155,2
104.8691,0.3474,2.452,93.204,0.3056,0.2146,3
107.6726,0.3531,2.428,94.802,0.341,0.2108,3
108.2439,0.3514,2.469,95.669,0.3485,0.203,3
108.7842,0.3464,2.434,95.65,0.3556,0.1999,3
106.6585,0.3519,2.394,96.889,0.3279,0.2172,3
105.2882,0.3671,2.426,97.645,0.3107,0.2324,3
105.635,0.3849,2.432,97.312,0.315,0.246,3
108.0591,0.3972,2.43,96.514,0.346,0.2473,3
113.742,0.3974,2.431,98.229,0.4254,0.2228,3
114.3039,0.3877,2.385,98.092,0.4338,0.2155,3
115.7585,0.3757,2.406,96.933,0.456,0.1963,3
119.2369,0.3651,2.4313,96.167,0.5123,0.1672,3
122.6234,0.3565,2.4438,96.653,0.572,0.14,4
122.1215,0.3529,2.4314,97.892,0.5628,0.1409,4
116.241,0.3499,2.4053,98.165,0.4636,0.1721,3
115.2077,0.3469,2.3985,98.542,0.4475,0.1753,3
117.5172,0.3442,2.3636,103.402,0.4839,0.1658,3
125.168,0.3408,2.41,103.263,0.6204,0.1151,4
136.712,0.3373,2.4,101.39,0.8953,0.0306,4
148.7389,0.3396,2.395,105.136,1,0,4
158.9741,0.3465,2.39,106.721,1,0,4
186.8209,0.3542,2.385,106.299,1,0.0054,4
209.3513,0.3626,2.38,105.028,1,0.0154,4
201.4213,0.3716,2.38,105.913,1,0.0246,4
183.8234,0.3789,2.38,107.629,1,0.0314,4
146.7145,0.378,2.376,107.576,1,0.0309,4
111.8283,0.3639,2.372,108.791,0.3976,0.2079,3
100.4391,0.3307,2.368,106.331,0.2536,0.2258,2
97.5003,0.2885,2.364,101.845,0.2216,0.2025,2
94.2755,0.2519,2.36,97.228,0.1886,0.1847,2
90.8189,0.2341,2.375,96.842,0.1556,0.1791,2
91.5083,0.2345,2.39,96.179,0.162,0.1753,2
102.4366,0.2432,2.4656,89.462,0.2764,0.1368,3
107.901,0.2511,2.4727,90.856,0.344,0.1212,3
113.3937,0.2552,2.5033,89.882,0.4202,0.0971,4
115.5754,0.2594,2.5087,90.121,0.4532,0.0896,4
113.9404,0.2664,2.5138,88.595,0.4283,0.1023,3
116.5082,0.275,2.5202,88.74,0.4678,0.0964,4
117.2939,0.2836,2.5158,89.244,0.4803,0.1,3
116.0391,0.2915,2.5065,89.39,0.4604,0.1137,3
110.7675,0.3003,2.476,89.976,0.3826,0.1485,3
108.4348,0.312,2.4396,92.399,0.351,0.1721,3
108.9036,0.319,2.429,93.493,0.3572,0.1771,3
111.0038,0.3148,2.4378,93.639,0.3859,0.1637,3
109.8784,0.2975,2.4414,93.384,0.3704,0.1541,3
111.9895,0.2683,2.4844,90.798,0.3999,0.1162,3
113.5871,0.2393,2.525,88.223,0.4231,0.0809,4
116.3742,0.2221,2.5537,87.036,0.4656,0.0505,4
116.8187,0.2202,2.5725,85.285,0.4727,0.0445,4
115.1089,0.2293,2.5624,85.274,0.446,0.0612,4
115.3613,0.2414,2.5902,81.968,0.4499,0.0665,4
116.8567,0.2518,2.5569,85.81,0.4733,0.0715,4
119.9114,0.255,2.5819,84.385,0.5238,0.0555,4
121.1221,0.2531,2.5837,84.807,0.5449,0.0472,4
122.2409,0.2524,2.5831,85.397,0.565,0.0405,4
118.33,0.2537,2.5513,87,0.4972,0.0663,4
116.0872,0.2557,2.553,85.752,0.4611,0.0789,4
115.1887,0.2573,2.5511,85.497,0.4472,0.0847,4
115.9629,0.2568,2.5596,84.945,0.4592,0.0797,4
122.9491,0.253,2.6172,82.042,0.578,0.0332,4
126.1088,0.2529,2.6251,82.612,0.6392,0.0131,4
130.0663,0.2586,2.6235,84.332,0.7241,0,4
131.0259,0.2652,2.6141,85.528,0.7463,0,4
134.1853,0.2691,2.6141,86.8,0.8251,0,4
136.2912,0.2698,2.6137,87.752,0.8831,0,4
139.2892,0.2687,2.6226,88.178,0.9758,0,4
138.4351,0.2711,2.5828,91.967,0.948,0,4
133.3448,0.2778,2.5518,92.765,0.8032,0,4
130.1627,0.2828,2.5175,94.836,0.7263,0.0227,4
126.453,0.2881,2.458,99.353,0.6462,0.0593,4
122.7216,0.2982,2.4225,101.115,0.5738,0.0941,4
112.496,0.3209,2.371,101.234,0.4071,0.1198,3
104.0475,0.3608,2.2935,104.292,0.2956,0.1803,2
101.6696,0.3944,2.2914,102.224,0.2675,0.1849,2
103.0352,0.4061,2.3066,100.773,0.2835,0.1737,2
109.1428,0.3951,2.3459,99.697,0.3604,0.1406,3
114.5085,0.3721,2.4183,95.187,0.4369,0.0875,4
119.5908,0.357,2.4226,97.552,0.5184,0.075,4
122.6852,0.3496,2.4898,92.009,0.5731,0.0276,4
123.3996,0.3459,2.4997,91.402,0.5864,0.02,4
119.8005,0.3396,2.49,91.071,0.5219,0.0337,4
113.0547,0.3321,2.4437,93.284,0.4152,0.0747,4
110.1715,0.334,2.3989,96.726,0.3744,0.1068,3
108.0386,0.3471,2.3479,100.754,0.3458,0.1412,3
107.65,0.3651,2.3407,100.69,0.3407,0.1462,3
104.022,0.379,2.2988,103.041,0.2952,0.177,2
102.6828,0.3863,2.2803,104.16,0.2793,0.1902,2
99.7252,0.3951,2.223,108.645,0.2456,0.229,2
98.0506,0.4018,2.2373,106.118,0.2274,0.2225,2
96.6168,0.4167,2.2082,108.049,0.2124,0.242,1
98.3902,0.4474,2.224,106.024,0.2311,0.2301,2
95.141,0.4745,2.158,110.644,0.1973,0.2743,1
92.5,0.4945,2.0968,115.279,0.1714,0.3145,1
90.0933,0.5073,2.0867,114.822,0.149,0.3234,1
96.8554,0.5132,2.117,114.383,0.2148,0.297,1
96.3382,0.5218,2.1029,115.344,0.2095,0.3062,1
97.8932,0.5376,2.0621,119.822,0.2258,0.3289,2
94.4544,0.5468,2.0726,116.827,0.1904,0.3269,1
91.5362,0.5382,2.0763,115.444,0.1623,0.328,1
90.9402,0.5094,2.0971,114.003,0.1567,0.3161,1
94.6977,0.4733,2.1704,109.168,0.1928,0.2673,1
99.3488,0.444,2.2353,105.375,0.2415,0.2221,2
98.5618,0.429,2.2248,106.688,0.2329,0.2294,2
96.568,0.4281,2.2041,108.052,0.2119,0.2446,1
97.1947,0.4356,2.1804,110.59,0.2184,0.2581,1
101.5497,0.4416,2.2275,107.271,0.2662,0.2238,2
106.4924,0.4429,2.2519,106.827,0.3258,0.2018,3
110.4802,0.4367,2.3032,103.336,0.3786,0.1643,3
115.0206,0.4223,2.373,98.425,0.4446,0.114,3
120.7343,0.4053,2.4348,94.988,0.5381,0.0652,4
128.5973,0.3936,2.5051,91.396,0.6914,0.004,4
133.2571,0.386,2.5338,90.686,0.801,0,4
125.3184,0.377,2.5065,90.397,0.6234,0.0114,4
124.7229,0.3656,2.504,90.818,0.6117,0.0144,4
123.5921,0.3541,2.5076,90.344,0.59,0.0148,4
118.914,0.3471,2.462,94.56,0.5069,0.0525,4
111.805,0.3532,2.345,98.317,0.3972,0.1367,3
104.1735,0.3736,2.3055,102.596,0.2971,0.1728,2
98.6025,0.4009,2.251,104.94,0.2334,0.2135,2
98.7724,0.427,2.2183,107.556,0.2352,0.2331,2
96.2273,0.4464,2.1882,108.933,0.2083,0.2546,1
96.3592,0.4537,2.1785,109.759,0.2097,0.2603,1
91.899,0.4457,2.1901,106.817,0.1657,0.2586,1
98.065,0.4289,2.2168,107.326,0.2276,0.2349,2
106.2908,0.4109,2.2852,104.344,0.3233,0.1819,3
108.0087,0.4019,2.3076,103.043,0.3454,0.1657,3
107.3397,0.4017,2.2699,106.788,0.3367,0.1896,3
89.0986,0.4026,2.1894,107.223,0.14,0.2622,1
93.2033,0.4022,2.2253,105.23,0.1781,0.2358,1
94.8778,0.3902,2.2036,108.739,0.1946,0.247,1
92.5803,0.3672,2.2138,107.467,0.1721,0.2435,1
93.8941,0.3451,2.31,98.565,0.1849,0.1836,2
95.914,0.3322,2.2984,101.186,0.2051,0.1882,2
98.9751,0.3241,2.3379,98.616,0.2374,0.1603,2
98.1766,0.3193,2.348,97.356,0.2288,0.1553,2
101.7216,0.3162,2.388,94.77,0.2681,0.1263,3
114.8043,0.3114,2.462,92.87,0.4413,0.0604,4
121.3567,0.3051,2.501,91.854,0.5491,0.0238,4
122.7069,0.3015,2.5203,90.524,0.5735,0.0091,4
118.5561,0.2981,2.5125,89.623,0.501,0.0226,4
121.8601,0.2902,2.5311,89.398,0.5581,0.0044,4
130.2518,0.283,2.5678,89.484,0.7284,0,4
135.9195,0.2817,2.6231,86.142,0.8725,0,4
132.2455,0.2885,2.6034,86.363,0.7757,0,4
132.4838,0.3064,2.4334,104.001,0.7816,0.0365,4
132.4354,0.339,2.4264,103.529,0.7804,0.0409,4
129.1062,0.3773,2.3633,107.402,0.7025,0.0886,4
123.8746,0.4158,2.2902,111.476,0.5954,0.1459,4
109.3643,0.4456,2.2118,112.289,0.3634,0.2215,3
103.3308,0.4599,2.1595,114.669,0.287,0.2625,2
100.2321,0.4636,2.1802,110.94,0.2513,0.2543,2
104.3788,0.4617,2.1994,110.806,0.2996,0.2368,2
106.7538,0.4559,2.2523,106.418,0.3291,0.2011,3
106.6268,0.442,2.3695,94.333,0.3275,0.1303,3
101.1636,0.4187,2.3493,94.906,0.2618,0.1505,2
106.9788,0.3918,2.4486,87.869,0.332,0.0818,4
111.4685,0.3622,2.4647,89.227,0.3925,0.0647,4
115.5376,0.3397,2.3601,103.057,0.4526,0.1208,3
119.0837,0.3301,2.3845,102.389,0.5098,0.0991,4
114.8044,0.329,2.4704,91.323,0.4413,0.0553,4
116.5759,0.339,2.3904,100.306,0.4688,0.1005,3
116.8764,0.3579,2.3818,100.667,0.4736,0.1051,3
113.8317,0.3754,2.3079,106.582,0.4267,0.1556,3
116.2528,0.3831,2.2686,111.576,0.4637,0.1749,3
115.9665,0.3799,2.2632,112.145,0.4592,0.1787,3
112.2281,0.3733,2.2558,111.512,0.4033,0.19,3
113.6015,0.369,2.3114,106.331,0.4233,0.1539,3
110.2704,0.3671,2.312,104.853,0.3758,0.1593,3
107.3113,0.3604,2.2767,107.551,0.3363,0.1855,3
97.1853,0.3493,2.2384,107.541,0.2183,0.223,1
96.352,0.3344,2.216,110.119,0.2096,0.2376,1
98.1469,0.3218,2.2421,108.587,0.2285,0.2195,2
102.0193,0.3194,2.2643,108.022,0.2716,0.2008,2
111.249,0.3268,2.3381,103.975,0.3894,0.1418,3
118.2629,0.3402,2.408,99.139,0.4961,0.0866,4
120.3264,0.375,2.3826,102.203,0.531,0.0977,4
123.3778,0.365,2.3668,104.705,0.586,0.1006,4
123.1157,0.355,2.3122,110.069,0.5811,0.1343,4
109.9203,0.345,2.1984,116.315,0.371,0.2288,3
106.4029,0.335,2.1834,116.064,0.3247,0.2434,3
99.6673,0.325,2.1592,115.04,0.245,0.2677,2
99.3304,0.32,2.1358,116.741,0.1863,0.272,1
98.803,0.315,2.1595,113.39,0.1957,0.2641,1
97.687,0.315,2.1572,112.689,0.1898,0.2659,1
96.4459,0.315,2.1375,114.013,0.1703,0.2719,1
97.1871,0.315,2.1928,108.403,0.215,0.2581,1
91.3336,0.315,2.1821,107.159,0.1861,0.267,1
91.2101,0.315,2.1928,106.577,0.1938,0.2646,1
93.7734,0.321,2.2316,104.52,0.2401,0.2563,2
94.8841,0.327,2.2525,103.875,0.2678,0.2537,2
96.2872,0.333,2.2593,104.727,0.286,0.2541,2
100.8111,0.339,2.2602,107.418,0.3116,0.2522,3
99.6473,0.345,2.255,108.106,0.311,0.2583,3
96.0262,0.335,2.2363,108.947,0.2702,0.261,2
85.9882,0.2996,2.1945,109.066,0.1576,0.2604,1
79.3039,0.3046,2.1566,109.952,0.1149,0.2787,1
73.6943,0.3161,2.1487,107.873,0.1081,0.2923,1
71.4503,0.3304,2.1452,106.725,0.1182,0.3035,1
71.7911,0.3433,2.1937,101.214,0.1729,0.2994,1
74.7965,0.3477,2.1915,102.628,0.1851,0.3,1
77.9116,0.3408,2.2109,102.198,0.1997,0.2886,1
82.6956,0.3277,2.2402,101.672,0.2191,0.2696,1
83.9599,0.3102,2.2613,100.626,0.2159,0.253,1
83.5711,0.2951,2.2539,101.792,0.1894,0.2462,1
80.1047,0.2868,2.2377,102.283,0.1557,0.2483,1
79.8436,0.283,2.2792,97.865,0.1815,0.2365,1
82.621,0.2793,2.3252,94.33,0.2199,0.2209,1
83.2909,0.2738,2.319,95.485,0.2101,0.2185,1
85.0974,0.2669,2.4043,87.418,0.2716,0.1925,2
85.3832,0.2613,2.4328,84.704,0.2868,0.1822,2
80.6911,0.2593,2.4198,84.076,0.2599,0.1886,2
78.527,0.2582,2.4223,82.881,0.2414,0.1087,3
74.6206,0.2565,2.3865,85.026,0.2052,0.1348,3
68.8997,0.2566,2.3255,89.002,0.1565,0.1777,2
65.06,0.2634,2.2848,91.391,0.1264,0.206,1
59.8231,0.2761,2.2071,96.905,0.0887,0.2577,1
58.2631,0.2904,2.1855,98.001,0.0781,0.2721,1
57.9928,0.302,2.1431,101.989,0.0763,0.298,1
58.3934,0.309,2.1262,103.717,0.079,0.3079,1
59.6789,0.309,2.1254,104.372,0.0877,0.3073,1
58.5432,0.3048,2.1222,104.367,0.08,0.3102,1
58.7773,0.3001,2.1317,103.62,0.0816,0.3042,1
59.5399,0.2971,2.1384,103.363,0.0868,0.2996,1
59.8391,0.2993,2.1397,103.271,0.0888,0.2985,1
59.7954,0.3049,2.1411,102.893,0.0885,0.2977,1
61.7522,0.3099,2.1388,103.838,0.1022,0.2974,1
61.8596,0.3092,2.1446,103.289,0.103,0.2938,1
65.6629,0.3007,2.1716,102.402,0.131,0.274,1
70.9304,0.2897,2.2144,100.585,0.1732,0.243,1
75.9254,0.2829,2.2711,96.988,0.217,0.2033,1
78.7222,0.2797,2.2955,95.745,0.2432,0.1854,2
75.2503,0.2781,2.284,95.484,0.2108,0.1962,2
69.4252,0.2777,2.2787,93.472,0.1607,0.2056,1
64.7405,0.279,2.2386,95.626,0.124,0.2343,1
63.3043,0.2831,2.2225,96.549,0.1134,0.2453,1
62.6938,0.2898,2.1695,101.704,0.1089,0.278,1
62.8606,0.2955,2.1624,102.328,0.1102,0.2821,1
63.7339,0.2952,2.1544,103.586,0.1165,0.2862,1
63.3279,0.2949,2.166,102.173,0.1136,0.2795,1
63.9113,0.2986,2.1661,102.288,0.1179,0.279,1
62.5231,0.3057,2.1487,103.275,0.1077,0.2908,1
61.9155,0.3122,2.1375,103.964,0.1034,0.2981,1
62.2806,0.3201,2.125,105.169,0.106,0.3053,1
59.6636,0.3279,2.1127,105.037,0.0876,0.315,1
56.8231,0.3348,2.0957,105.338,0.0687,0.3276,1
54.7989,0.3427,2.1086,102.757,0.0558,0.3213,1
58.4829,0.3461,2.1311,101.874,0.0796,0.3048,1
56.8497,0.3429,2.1272,101.68,0.0688,0.3085,1
53.1982,0.3395,2.1117,101.831,0.0459,0.3207,1
52.2359,0.3405,2.0873,103.978,0.0401,0.3362,1
52.8925,0.3419,2.1057,102.254,0.0441,0.3246,1
58.7441,0.3386,2.1166,103.814,0.0814,0.3134,1
58.5588,0.3303,2.123,103.352,0.0801,0.3097,1
58.0348,0.3177,2.1339,102.419,0.0766,0.3035,1
52.6566,0.304,2.1198,102.03,0.0426,0.3162,1
50.8116,0.2974,2.132,100.136,0.0318,0.3101,1
53.0839,0.2922,2.1592,98.427,0.0452,0.2919,1
54.7426,0.2871,2.1751,97.657,0.0554,0.2811,1
55.7135,0.2841,2.1799,97.692,0.0615,0.2775,1
49.1696,0.2846,2.1482,98.138,0.0224,0.3014,1
47.4329,0.2888,2.1385,98.249,0.0128,0.3084,1
45.8394,0.2967,2.1219,99.027,0.0044,0.3195,1
49.5068,0.3026,2.1522,97.21,0.0243,0.2988,1
52.2305,0.3015,2.1859,94.85,0.0401,0.2764,1
58.35,0.2967,2.2341,92.599,0.0787,0.2425,1
65.5435,0.29,2.2737,91.825,0.1301,0.2123,1
74.1297,0.2854,2.3127,91.649,0.2008,0.1801,2
89.4305,0.2873,2.4007,88.986,0.3569,0.1078,3
107.3964,0.2952,2.457,85.651,0.6093,0.0431,4
96.8083,0.3006,2.4267,89.017,0.4494,0.0809,4
82.2465,0.2996,2.3183,94.148,0.2782,0.1673,2
70.6001,0.2902,2.253,96.473,0.1704,0.2199,1
59.9599,0.275,2.2083,97.134,0.0896,0.2568,1
55.0962,0.2817,2.1917,102.399,0.0576,0.2708,1
54.8924,0.2883,2.175,105.098,0.0563,0.281,1
55.1479,0.295,2.1583,103.597,0.058,0.291,1
55.234,0.3,2.1556,101.153,0.0585,0.2926,1
58.1319,0.305,2.1528,101.965,0.0773,0.292,1
53.4523,0.305,2.15,102.179,0.0474,0.2973,1
55.3695,0.305,2.1472,102.867,0.0593,0.2975,1
52.5793,0.305,2.1444,103.834,0.0422,0.3013,1
53.016,0.31,2.1417,103.08,0.0448,0.3027,1
51.3583,0.315,2.1361,102.837,0.0349,0.3072,1
55.6275,0.32,2.1306,102.339,0.061,0.3074,1
57.0857,0.325,2.125,103.135,0.0704,0.3097,1
58.6001,0.3248,2.125,103.029,0.0804,0.3084,1
59.597,0.3268,2.125,103.502,0.0872,0.3076,1
60.9948,0.3224,2.125,103.974,0.0968,0.3064,1
62.0372,0.3161,2.125,104.283,0.1042,0.3055,1
64.7298,0.3105,2.125,104.069,0.124,0.3032,1
67.7744,0.3049,2.1375,103.64,0.1475,0.2927,1
68.483,0.2955,2.15,105.368,0.1531,0.2845,1
66.738,0.2851,2.1625,102.955,0.1393,0.2786,1
66.2546,0.2769,2.175,99.39,0.1356,0.2714,1
67.0248,0.273,2.2311,97.66,0.1415,0.2367,1
67.336,0.2748,2.2415,96.62,0.144,0.2301,1
72.7292,0.2796,2.2725,95.539,0.1885,0.206,1
76.3939,0.2827,2.2897,95.213,0.2213,0.1915,2
76.7761,0.2796,2.2902,95.452,0.2248,0.1908,2
74.8436,0.2685,2.2768,96.43,0.2072,0.2011,1
70.7612,0.2514,2.2781,95.096,0.1718,0.2046,1
72.8392,0.2394,2.302,93.899,0.1895,0.1879,2
74.2918,0.2386,2.3295,91.644,0.2022,0.1698,2
75.3512,0.2515,2.3414,90.367,0.2117,0.1614,2
80.4442,0.2737,2.345,90.662,0.2601,0.1533,2
83.3529,0.293,2.204,91.586,0.2897,0.2352,2
90.2347,0.2998,2.138,93.281,0.3663,0.2659,3
88.932,0.2946,2.159,95.043,0.3511,0.255,3
86.1272,0.2823,2.282,95.67,0.3194,0.1843,3
77.4046,0.2678,2.318,94.996,0.2307,0.1732,2
71.7717,0.2595,2.24,93.197,0.1803,0.2266,1
72.7158,0.2571,2.3144,91.879,0.1884,0.1806,2
72.639,0.2583,2.3145,91.789,0.1877,0.1806,2
74.8315,0.2593,2.3215,91.974,0.2071,0.174,2
77.9102,0.2609,2.3444,90.839,0.2355,0.1567,2
80.5456,0.2652,2.3605,90.138,0.2611,0.1438,3
82.7139,0.2691,2.3499,92.098,0.283,0.1476,3
86.7251,0.2722,2.3661,92.041,0.326,0.1325,3
94.1295,0.2721,2.4067,91.003,0.4143,0.0972,4
97.5564,0.2617,2.4493,88.356,0.4596,0.0659,4
98.2823,0.2492,2.4554,88.49,0.4696,0.061,4
98.6871,0.2388,2.4791,86.513,0.4752,0.046,4
106.0655,0.2344,2.533,84.202,0.587,0,4
114.3333,0.2404,2.5677,83.949,0.7379,0,4
116.0137,0.2508,2.5674,84.348,0.773,0,4
113.279,0.2639,2.5401,85.571,0.7168,0,4
110.5244,0.28,2.4928,88.816,0.6644,0.0147,4
103.8053,0.2977,2.4234,92.591,0.5508,0.0706,4
107.0691,0.3173,2.3899,96.919,0.6037,0.0845,4
107.6979,0.3297,2.3751,98.326,0.6144,0.0921,4
109.1902,0.3305,2.3787,98.573,0.6403,0.0868,4
109.3546,0.3214,2.3883,97.961,0.6433,0.0807,4
107.2523,0.3058,2.4103,95.242,0.6068,0.0717,4
109.3849,0.2979,2.4348,93.861,0.6438,0.0524,4
108.5497,0.3054,2.29,93.247,0.6291,0.1419,4
112.9261,0.3168,2.4438,93.784,0.7099,0.0389,4
118.388,0.3235,2.4478,95.547,0.8258,0.0225,4
112.3854,0.3341,2.4056,96.998,0.6994,0.0634,4
108.3125,0.3545,2.363,98.991,0.625,0.0982,4
105.9637,0.3853,2.343,98.946,0.5854,0.1151,4
103.0388,0.4119,2.3051,100.72,0.539,0.1437,3
103.9773,0.4128,2.3363,97.772,0.5535,0.123,4
110.4074,0.3844,2.3846,96.518,0.6623,0.0806,4
118.7132,0.3462,2.4017,99.788,0.8334,0.0495,4
123.3004,0.3163,2.4148,101.529,0.9505,0.0273,4
120.838,0.303,2.4199,100.371,0.885,0.0322,4
125.0609,0.2983,2.3798,106.724,1,0.0426,4
122.9345,0.2916,2.4144,102.316,0.9403,0.0288,4
119.6713,0.2885,2.4047,102.009,0.8562,0.0449,4
111.8318,0.2932,2.4173,96.997,0.6888,0.0576,4
106.1079,0.3028,2.4184,93.971,0.5877,0.0691,4
106.2567,0.312,2.3955,96.151,0.5902,0.0827,4
110.7066,0.3202,2.4378,93.304,0.6677,0.0476,4
113.91,0.3263,2.4403,94.243,0.7294,0.0387,4
112.1675,0.3309,2.4248,94.964,0.6952,0.0522,4
105.0205,0.3343,2.3061,104.346,0.5701,0.1393,4
102.0997,0.3324,2.3002,103.748,0.5247,0.1484,3
100.1599,0.3256,2.3603,96.691,0.4961,0.1154,3
105.9331,0.3205,2.3941,95.845,0.5849,0.0842,4
105.1215,0.3221,2.3947,95.355,0.5717,0.0854,4
106.4522,0.3298,2.4,95.107,0.5934,0.0796,4
112.6228,0.335,2.4683,90.359,0.704,0.0248,4
119.9014,0.3372,2.4894,91.269,0.8618,0,4
122.0519,0.3372,2.5016,90.919,0.9165,0,4
124.8779,0.3378,2.4891,93.502,0.9963,0,4
123.4832,0.3509,2.4277,98.969,0.9556,0.0189,4
120.5053,0.3699,2.3802,102.021,0.8767,0.0572,4
111.4507,0.3914,2.2453,111.631,0.6816,0.1627,4
98.759,0.4154,2.1419,116.147,0.4762,0.2502,3
93.8707,0.4331,2.1331,114.265,0.411,0.2635,3
91.4068,0.4406,2.1285,113.377,0.3804,0.2699,3
88.9312,0.4449,2.1425,110.617,0.3511,0.265,3
81.0688,0.4508,2.1106,110.301,0.2663,0.2946,2
82.988,0.4531,2.2032,101.172,0.2859,0.2361,2
85.0924,0.4519,2.2305,99.229,0.3082,0.2169,3
84.7236,0.4375,2.3554,86.236,0.3042,0.1417,3
86.4154,0.4016,2.3778,85.901,0.3226,0.1258,3
93.6349,0.3542,2.3407,94.835,0.408,0.138,3
105.076,0.3178,2.3881,96.205,0.571,0.0895,4
112.6778,0.2983,2.3065,109.035,0.705,0.1227,4
113.9829,0.2977,2.3112,109.143,0.7308,0.1168,4
112.6517,0.3164,2.2908,110.049,0.7045,0.1323,4
108.8423,0.345,2.2394,112.79,0.6342,0.1719,4
110.3775,0.3727,2.2494,111.395,0.6617,0.1626,4
104.2905,0.3952,2.2157,111.465,0.5584,0.1955,4
102.4337,0.4062,2.1489,117.374,0.5297,0.2395,3
96.7956,0.4035,2.1405,115.863,0.4492,0.2544,3
100.8032,0.3944,2.1313,118.964,0.5055,0.2531,3
102.5896,0.3946,2.1506,117.685,0.5321,0.2382,3
104.9591,0.4022,2.1575,117.734,0.5691,0.2295,4
104.6366,0.4199,2.1323,119.629,0.5639,0.2454,4
97.9851,0.4454,2.1088,118.248,0.4655,0.2716,3
94.4465,0.4551,2.0912,118.194,0.4183,0.288,3
93.7123,0.4569,2.0967,117.21,0.409,0.2857,3
96.9115,0.4558,2.1657,111.296,0.4508,0.2389,3
106.4255,0.4513,2.2341,108.383,0.593,0.1802,4
113.1794,0.4467,2.2827,106.371,0.7148,0.136,4
